game_id,date,home_team,away_team,venue,travel_distance_miles,rest_days_since_last_game,back_to_back,result,score_home,score_away
GAME-00034,2023-02-16,TEAM-22,TEAM-11,Orlando Arena,1031,2,False,L,112,132
GAME-00035,2022-09-18,TEAM-05,TEAM-10,Chicago Arena,1368,3,False,W,133,130
GAME-00036,2022-12-31,TEAM-03,TEAM-10,Brooklyn Arena,477,1,False,W,115,96
GAME-00037,2023-09-12,TEAM-15,TEAM-30,Memphis Arena,1770,2,False,L,95,135
GAME-00038,2024-09-26,TEAM-24,TEAM-06,Phoenix Arena,1971,2,False,L,112,128
GAME-00039,2022-06-11,TEAM-12,TEAM-15,Indiana Arena,2586,2,False,L,105,135
GAME-00040,2022-11-13,TEAM-18,TEAM-02,Minnesota Arena,483,5,False,W,115,110
GAME-00041,2023-04-30,TEAM-20,TEAM-16,New York Arena,996,2,False,W,121,113
GAME-00042,2025-04-19,TEAM-23,TEAM-30,Philadelphia Arena,2302,1,False,W,123,85
GAME-00043,2025-06-11,TEAM-27,TEAM-17,San Antonio Arena,2436,3,False,L,129,134
GAME-00044,2025-02-25,TEAM-01,TEAM-28,Atlanta Arena,567,1,False,L,101,127
GAME-00045,2024-06-14,TEAM-01,TEAM-22,Atlanta Arena,1632,1,False,L,99,105
GAME-00046,2022-11-03,TEAM-16,TEAM-18,Miami Arena,890,3,False,W,128,113
GAME-00047,2023-05-30,TEAM-09,TEAM-30,Detroit Arena,1564,2,False,W,108,97
GAME-00048,2024-10-04,TEAM-08,TEAM-27,Denver Arena,314,1,False,L,118,131
GAME-00049,2024-01-25,TEAM-12,TEAM-07,Indiana Arena,2204,1,False,L,108,118
GAME-00050,2021-12-10,TEAM-30,TEAM-10,Washington Arena,681,3,False,W,131,106
GAME-00051,2022-12-26,TEAM-23,TEAM-26,Philadelphia Arena,662,2,False,W,105,89
GAME-00052,2025-07-27,TEAM-06,TEAM-28,Cleveland Arena,1621,0,True,W,135,109
GAME-00053,2022-12-11,TEAM-24,TEAM-20,Phoenix Arena,1370,4,False,L,129,129
GAME-00054,2022-12-25,TEAM-17,TEAM-24,Milwaukee Arena,2393,4,False,L,115,116
GAME-00055,2024-07-04,TEAM-02,TEAM-18,Boston Arena,847,2,False,W,126,118
GAME-00056,2024-08-10,TEAM-02,TEAM-09,Boston Arena,86,3,False,L,94,119
GAME-00057,2024-11-12,TEAM-08,TEAM-06,Denver Arena,1439,1,False,L,117,122
GAME-00058,2025-04-06,TEAM-29,TEAM-15,Utah Arena,2679,3,False,L,118,125
GAME-00059,2025-08-06,TEAM-27,TEAM-18,San Antonio Arena,1123,1,False,L,104,108
GAME-00060,2023-11-07,TEAM-01,TEAM-04,Atlanta Arena,124,1,False,L,95,125
GAME-00061,2022-08-31,TEAM-20,TEAM-19,New York Arena,1809,4,False,W,131,114
GAME-00062,2023-12-13,TEAM-28,TEAM-25,Toronto Arena,80,1,False,L,92,105
GAME-00063,2022-06-10,TEAM-24,TEAM-20,Phoenix Arena,737,2,False,L,90,132
GAME-00064,2024-08-20,TEAM-15,TEAM-17,Memphis Arena,848,1,False,L,100,126
GAME-00065,2023-05-08,TEAM-11,TEAM-23,Houston Arena,270,4,False,W,131,101
GAME-00066,2024-05-28,TEAM-20,TEAM-26,New York Arena,557,0,True,L,96,118
GAME-00067,2025-04-19,TEAM-07,TEAM-14,Dallas Arena,1094,2,False,L,101,131
GAME-00068,2022-03-04,TEAM-14,TEAM-15,LA Lakers Arena,2086,0,True,L,94,117
GAME-00069,2022-05-23,TEAM-30,TEAM-28,Washington Arena,2330,5,False,L,86,116
GAME-00070,2022-07-05,TEAM-11,TEAM-22,Houston Arena,464,0,True,W,110,101
GAME-00071,2024-05-21,TEAM-16,TEAM-04,Miami Arena,1610,1,False,W,120,108
GAME-00072,2022-11-16,TEAM-05,TEAM-20,Chicago Arena,50,1,False,L,98,102
GAME-00073,2025-10-03,TEAM-11,TEAM-26,Houston Arena,1630,0,True,L,88,99
GAME-00074,2022-04-06,TEAM-10,TEAM-05,Golden State Arena,1958,3,False,L,95,97
GAME-00075,2022-11-19,TEAM-19,TEAM-15,New Orleans Arena,1939,2,False,W,116,106
GAME-00076,2024-01-21,TEAM-04,TEAM-18,Charlotte Arena,744,3,False,W,96,88
GAME-00077,2022-01-15,TEAM-23,TEAM-22,Philadelphia Arena,1176,3,False,L,121,130
GAME-00078,2022-12-06,TEAM-12,TEAM-24,Indiana Arena,870,3,False,L,109,120
GAME-00079,2025-04-04,TEAM-26,TEAM-16,Sacramento Arena,1751,3,False,L,100,126
GAME-00080,2022-08-10,TEAM-09,TEAM-07,Detroit Arena,579,0,True,L,86,89
GAME-00081,2022-11-06,TEAM-12,TEAM-24,Indiana Arena,1978,1,False,L,97,128
GAME-00082,2021-11-22,TEAM-07,TEAM-25,Dallas Arena,2111,4,False,W,125,123
GAME-00083,2024-03-03,TEAM-23,TEAM-11,Philadelphia Arena,1885,2,False,W,97,96
GAME-00084,2024-09-23,TEAM-13,TEAM-30,LA Clippers Arena,1292,2,False,L,109,130
GAME-00085,2022-10-17,TEAM-02,TEAM-08,Boston Arena,1848,1,False,W,135,90
GAME-00086,2025-04-17,TEAM-17,TEAM-06,Milwaukee Arena,1226,0,True,W,110,109
GAME-00087,2025-03-30,TEAM-30,TEAM-14,Washington Arena,629,3,False,L,99,117
GAME-00088,2024-08-14,TEAM-16,TEAM-20,Miami Arena,956,0,True,W,125,98
GAME-00089,2022-05-20,TEAM-01,TEAM-05,Atlanta Arena,2509,2,False,W,130,92
GAME-00090,2023-01-23,TEAM-29,TEAM-14,Utah Arena,1722,1,False,L,110,112
GAME-00091,2024-11-02,TEAM-14,TEAM-10,LA Lakers Arena,193,3,False,L,102,105
GAME-00092,2022-03-11,TEAM-10,TEAM-11,Golden State Arena,1151,2,False,L,96,101
GAME-00093,2024-10-06,TEAM-17,TEAM-21,Milwaukee Arena,820,1,False,W,115,93
GAME-00094,2025-05-07,TEAM-10,TEAM-25,Golden State Arena,2272,1,False,L,91,129
GAME-00095,2021-12-24,TEAM-13,TEAM-11,LA Clippers Arena,929,2,False,L,120,125
GAME-00096,2023-06-30,TEAM-25,TEAM-30,Portland Arena,890,0,True,W,95,87
GAME-00097,2024-01-12,TEAM-12,TEAM-02,Indiana Arena,2172,2,False,L,110,123
GAME-00098,2022-10-08,TEAM-25,TEAM-20,Portland Arena,205,2,False,W,115,108
GAME-00099,2023-02-18,TEAM-07,TEAM-13,Dallas Arena,103,1,False,W,127,97
GAME-00100,2022-06-12,TEAM-12,TEAM-26,Indiana Arena,1561,2,False,W,135,96
GAME-00101,2023-04-23,TEAM-04,TEAM-08,Charlotte Arena,2581,1,False,L,107,112
GAME-00102,2022-01-05,TEAM-11,TEAM-10,Houston Arena,1072,1,False,W,127,87
GAME-00103,2022-02-23,TEAM-05,TEAM-18,Chicago Arena,45,0,True,L,106,124
GAME-00104,2024-06-15,TEAM-10,TEAM-08,Golden State Arena,431,2,False,W,100,86
GAME-00105,2024-06-03,TEAM-26,TEAM-05,Sacramento Arena,2749,3,False,W,118,111
GAME-00106,2024-09-10,TEAM-07,TEAM-03,Dallas Arena,1471,3,False,W,126,97
GAME-00107,2022-07-01,TEAM-18,TEAM-27,Minnesota Arena,2628,3,False,L,104,105
GAME-00108,2025-11-18,TEAM-26,TEAM-05,Sacramento Arena,924,3,False,L,101,113
GAME-00109,2024-07-13,TEAM-05,TEAM-27,Chicago Arena,568,2,False,L,117,134
GAME-00110,2022-09-26,TEAM-09,TEAM-23,Detroit Arena,476,3,False,W,110,108
GAME-00111,2022-08-18,TEAM-27,TEAM-05,San Antonio Arena,2548,0,True,W,116,114
GAME-00112,2024-04-08,TEAM-05,TEAM-01,Chicago Arena,922,1,False,W,127,111
GAME-00113,2023-06-12,TEAM-02,TEAM-23,Boston Arena,2210,2,False,W,128,85
GAME-00114,2023-07-12,TEAM-01,TEAM-03,Atlanta Arena,469,1,False,L,115,125
GAME-00115,2025-08-05,TEAM-02,TEAM-26,Boston Arena,1400,3,False,L,103,121
GAME-00116,2022-06-20,TEAM-26,TEAM-13,Sacramento Arena,2190,0,True,W,125,93
GAME-00117,2025-10-15,TEAM-24,TEAM-10,Phoenix Arena,1984,3,False,W,105,89
GAME-00118,2022-04-04,TEAM-11,TEAM-19,Houston Arena,1412,0,True,L,115,124
GAME-00119,2023-07-26,TEAM-22,TEAM-28,Orlando Arena,318,2,False,L,90,127
GAME-00120,2024-07-27,TEAM-26,TEAM-12,Sacramento Arena,2685,1,False,W,99,86
GAME-00121,2022-12-16,TEAM-12,TEAM-05,Indiana Arena,2016,1,False,L,100,122
GAME-00122,2025-02-09,TEAM-26,TEAM-09,Sacramento Arena,1601,4,False,W,117,110
GAME-00123,2023-05-21,TEAM-14,TEAM-10,LA Lakers Arena,937,2,False,W,134,121
GAME-00124,2025-05-08,TEAM-30,TEAM-10,Washington Arena,2116,4,False,L,91,113
GAME-00125,2025-02-07,TEAM-22,TEAM-16,Orlando Arena,155,0,True,W,127,97
GAME-00126,2022-01-01,TEAM-26,TEAM-29,Sacramento Arena,66,3,False,W,97,92
GAME-00127,2023-05-14,TEAM-08,TEAM-21,Denver Arena,899,2,False,W,116,96
GAME-00128,2022-06-24,TEAM-06,TEAM-03,Cleveland Arena,82,3,False,W,112,104
GAME-00129,2022-03-01,TEAM-23,TEAM-19,Philadelphia Arena,1931,0,True,L,94,123
GAME-00130,2025-01-19,TEAM-14,TEAM-08,LA Lakers Arena,1388,2,False,W,112,106
GAME-00131,2022-06-01,TEAM-20,TEAM-12,New York Arena,512,2,False,L,121,126
GAME-00132,2025-07-29,TEAM-03,TEAM-21,Brooklyn Arena,2762,2,False,W,117,96
GAME-00133,2023-11-20,TEAM-12,TEAM-22,Indiana Arena,972,5,False,W,103,94
GAME-00134,2023-04-09,TEAM-04,TEAM-19,Charlotte Arena,1210,1,False,W,124,87
GAME-00135,2024-07-01,TEAM-15,TEAM-01,Memphis Arena,939,1,False,W,135,111
GAME-00136,2024-06-25,TEAM-28,TEAM-26,Toronto Arena,2608,0,True,W,125,105
GAME-00137,2022-01-11,TEAM-08,TEAM-30,Denver Arena,2796,3,False,W,123,118
GAME-00138,2025-11-05,TEAM-03,TEAM-29,Brooklyn Arena,1785,1,False,L,120,120
GAME-00139,2021-11-19,TEAM-25,TEAM-20,Portland Arena,970,5,False,W,93,90
GAME-00140,2025-06-30,TEAM-26,TEAM-03,Sacramento Arena,1477,3,False,L,97,100
GAME-00141,2023-05-26,TEAM-24,TEAM-16,Phoenix Arena,785,4,False,L,103,124
GAME-00142,2024-11-17,TEAM-02,TEAM-04,Boston Arena,2302,1,False,W,115,92
GAME-00143,2024-01-22,TEAM-13,TEAM-01,LA Clippers Arena,1627,3,False,L,99,127
GAME-00144,2024-05-12,TEAM-21,TEAM-08,OKC Arena,1223,0,True,W,121,86
GAME-00145,2022-12-28,TEAM-19,TEAM-24,New Orleans Arena,36,1,False,W,121,114
GAME-00146,2023-10-16,TEAM-28,TEAM-22,Toronto Arena,1247,2,False,W,101,94
GAME-00147,2024-03-12,TEAM-24,TEAM-07,Phoenix Arena,1167,1,False,W,129,106
GAME-00148,2024-07-17,TEAM-18,TEAM-06,Minnesota Arena,1912,0,True,W,126,109
GAME-00149,2024-02-01,TEAM-03,TEAM-15,Brooklyn Arena,2234,1,False,L,110,132
GAME-00150,2025-03-12,TEAM-13,TEAM-20,LA Clippers Arena,2404,2,False,W,123,88
GAME-00151,2023-12-10,TEAM-13,TEAM-15,LA Clippers Arena,1121,3,False,W,117,85
GAME-00152,2022-04-01,TEAM-25,TEAM-12,Portland Arena,1581,0,True,L,107,120
GAME-00153,2022-11-26,TEAM-21,TEAM-07,OKC Arena,1741,0,True,L,117,121
GAME-00154,2025-02-06,TEAM-30,TEAM-23,Washington Arena,1238,2,False,W,120,109
GAME-00155,2023-02-24,TEAM-04,TEAM-06,Charlotte Arena,1729,0,True,W,131,102
GAME-00156,2024-12-27,TEAM-12,TEAM-15,Indiana Arena,1412,1,False,L,95,120
GAME-00157,2022-02-25,TEAM-12,TEAM-07,Indiana Arena,1959,2,False,L,98,112
GAME-00158,2023-10-10,TEAM-27,TEAM-09,San Antonio Arena,2533,0,True,W,125,89
GAME-00159,2021-11-20,TEAM-16,TEAM-23,Miami Arena,1410,5,False,W,125,106
GAME-00160,2023-12-21,TEAM-10,TEAM-21,Golden State Arena,1764,1,False,L,85,89
GAME-00161,2024-08-23,TEAM-06,TEAM-12,Cleveland Arena,124,2,False,L,100,127
GAME-00162,2022-07-14,TEAM-04,TEAM-24,Charlotte Arena,2142,0,True,L,110,115
GAME-00163,2022-06-23,TEAM-30,TEAM-25,Washington Arena,221,1,False,L,91,106
GAME-00164,2025-01-17,TEAM-15,TEAM-19,Memphis Arena,1071,0,True,W,123,92
GAME-00165,2025-11-04,TEAM-27,TEAM-28,San Antonio Arena,1927,4,False,W,130,124
GAME-00166,2025-01-20,TEAM-01,TEAM-06,Atlanta Arena,1623,3,False,L,86,109
GAME-00167,2023-11-17,TEAM-18,TEAM-05,Minnesota Arena,360,1,False,L,98,128
GAME-00168,2025-09-09,TEAM-13,TEAM-08,LA Clippers Arena,127,3,False,L,108,131
GAME-00169,2022-02-09,TEAM-17,TEAM-25,Milwaukee Arena,89,2,False,L,102,122
GAME-00170,2023-10-03,TEAM-07,TEAM-12,Dallas Arena,2111,2,False,L,101,123
GAME-00171,2022-10-25,TEAM-15,TEAM-22,Memphis Arena,396,2,False,L,91,103
GAME-00172,2025-03-20,TEAM-07,TEAM-14,Dallas Arena,2056,5,False,W,129,102
GAME-00173,2023-01-06,TEAM-18,TEAM-19,Minnesota Arena,1850,3,False,W,120,113
GAME-00174,2025-10-07,TEAM-01,TEAM-28,Atlanta Arena,1085,0,True,L,105,120
GAME-00175,2023-08-15,TEAM-11,TEAM-16,Houston Arena,332,1,False,W,110,104
GAME-00176,2023-08-13,TEAM-15,TEAM-03,Memphis Arena,28,2,False,L,90,133
GAME-00177,2025-04-18,TEAM-07,TEAM-20,Dallas Arena,128,1,False,L,113,133
GAME-00178,2022-07-23,TEAM-26,TEAM-27,Sacramento Arena,1932,5,False,W,126,103
GAME-00179,2023-08-26,TEAM-30,TEAM-20,Washington Arena,333,2,False,L,115,115
GAME-00180,2023-11-10,TEAM-29,TEAM-20,Utah Arena,39,1,False,W,110,101
GAME-00181,2023-01-24,TEAM-17,TEAM-12,Milwaukee Arena,362,3,False,W,132,112
GAME-00182,2021-11-21,TEAM-29,TEAM-15,Utah Arena,2153,2,False,W,124,98
GAME-00183,2025-07-16,TEAM-10,TEAM-11,Golden State Arena,1421,1,False,W,115,105
GAME-00184,2023-12-01,TEAM-22,TEAM-16,Orlando Arena,2434,3,False,W,113,90
GAME-00185,2024-05-06,TEAM-20,TEAM-23,New York Arena,1801,0,True,L,116,130
GAME-00186,2022-07-19,TEAM-03,TEAM-22,Brooklyn Arena,1909,1,False,W,132,102
GAME-00187,2025-03-13,TEAM-11,TEAM-13,Houston Arena,325,3,False,L,87,92
GAME-00188,2025-07-29,TEAM-08,TEAM-05,Denver Arena,957,2,False,L,85,119
GAME-00189,2023-05-11,TEAM-24,TEAM-10,Phoenix Arena,1771,1,False,W,117,115
GAME-00190,2023-06-18,TEAM-27,TEAM-21,San Antonio Arena,554,2,False,L,94,107
GAME-00191,2023-02-23,TEAM-04,TEAM-10,Charlotte Arena,2438,1,False,W,130,120
GAME-00192,2024-12-13,TEAM-22,TEAM-10,Orlando Arena,2301,0,True,W,135,118
GAME-00193,2022-03-23,TEAM-24,TEAM-18,Phoenix Arena,1661,2,False,W,118,109
GAME-00194,2024-04-10,TEAM-27,TEAM-30,San Antonio Arena,819,1,False,W,130,98
GAME-00195,2024-06-28,TEAM-27,TEAM-25,San Antonio Arena,1557,1,False,L,96,107
GAME-00196,2022-07-17,TEAM-07,TEAM-14,Dallas Arena,2750,1,False,L,104,126
GAME-00197,2021-11-10,TEAM-20,TEAM-26,New York Arena,1172,2,False,L,88,109
GAME-00198,2022-08-15,TEAM-26,TEAM-19,Sacramento Arena,2408,1,False,W,123,87
GAME-00199,2023-10-05,TEAM-13,TEAM-21,LA Clippers Arena,1954,0,True,L,103,122
GAME-00200,2023-08-01,TEAM-17,TEAM-18,Milwaukee Arena,2162,3,False,L,90,106
GAME-00201,2024-04-13,TEAM-25,TEAM-30,Portland Arena,199,2,False,L,88,88
GAME-00202,2022-01-24,TEAM-15,TEAM-05,Memphis Arena,2118,4,False,W,111,90
GAME-00203,2023-01-14,TEAM-25,TEAM-28,Portland Arena,268,2,False,L,104,111
GAME-00204,2024-03-16,TEAM-16,TEAM-19,Miami Arena,2310,3,False,L,85,108
GAME-00205,2023-03-23,TEAM-24,TEAM-27,Phoenix Arena,1729,0,True,L,104,128
GAME-00206,2023-06-29,TEAM-25,TEAM-14,Portland Arena,2607,4,False,W,130,129
GAME-00207,2025-08-06,TEAM-20,TEAM-07,New York Arena,2791,3,False,L,96,117
GAME-00208,2023-06-19,TEAM-04,TEAM-09,Charlotte Arena,2619,0,True,L,101,121
GAME-00209,2023-09-13,TEAM-15,TEAM-26,Memphis Arena,1409,0,True,L,127,129
GAME-00210,2024-10-18,TEAM-14,TEAM-13,LA Lakers Arena,276,2,False,W,126,108
GAME-00211,2025-02-05,TEAM-09,TEAM-28,Detroit Arena,2116,2,False,W,127,105
GAME-00212,2025-01-10,TEAM-10,TEAM-29,Golden State Arena,1664,3,False,W,133,95
GAME-00213,2024-05-12,TEAM-09,TEAM-05,Detroit Arena,1253,0,True,L,92,92
GAME-00214,2024-10-24,TEAM-25,TEAM-09,Portland Arena,1282,0,True,L,102,126
GAME-00215,2022-08-19,TEAM-17,TEAM-19,Milwaukee Arena,1047,2,False,W,133,95
GAME-00216,2023-09-24,TEAM-21,TEAM-27,OKC Arena,759,3,False,W,98,91
GAME-00217,2025-11-16,TEAM-14,TEAM-22,LA Lakers Arena,2380,0,True,L,124,135
GAME-00218,2023-10-07,TEAM-16,TEAM-11,Miami Arena,80,1,False,W,96,88
GAME-00219,2023-08-09,TEAM-19,TEAM-27,New Orleans Arena,839,1,False,W,96,89
GAME-00220,2022-10-21,TEAM-12,TEAM-13,Indiana Arena,116,1,False,L,86,102
GAME-00221,2023-10-23,TEAM-10,TEAM-13,Golden State Arena,257,4,False,L,112,118
GAME-00222,2022-05-01,TEAM-05,TEAM-11,Chicago Arena,1124,1,False,W,133,94
GAME-00223,2025-08-23,TEAM-08,TEAM-20,Denver Arena,564,2,False,L,127,129
GAME-00224,2023-12-11,TEAM-03,TEAM-27,Brooklyn Arena,2119,1,False,W,133,97
GAME-00225,2025-07-28,TEAM-23,TEAM-06,Philadelphia Arena,323,5,False,W,121,89
GAME-00226,2024-05-14,TEAM-20,TEAM-21,New York Arena,2735,0,True,L,92,96
GAME-00227,2024-05-17,TEAM-21,TEAM-09,OKC Arena,724,0,True,L,105,110
GAME-00228,2022-08-02,TEAM-09,TEAM-06,Detroit Arena,1634,0,True,W,129,100
GAME-00229,2025-05-03,TEAM-24,TEAM-25,Phoenix Arena,2138,1,False,L,91,121
GAME-00230,2023-12-11,TEAM-20,TEAM-16,New York Arena,551,1,False,L,92,119
GAME-00231,2023-04-27,TEAM-08,TEAM-30,Denver Arena,1160,1,False,W,104,103
GAME-00232,2023-01-06,TEAM-28,TEAM-05,Toronto Arena,2495,2,False,L,94,135
GAME-00233,2023-10-15,TEAM-26,TEAM-28,Sacramento Arena,676,1,False,L,90,114
GAME-00234,2022-09-13,TEAM-29,TEAM-01,Utah Arena,2345,1,False,W,129,121
GAME-00235,2025-09-16,TEAM-19,TEAM-23,New Orleans Arena,1714,0,True,W,134,86
GAME-00236,2021-11-22,TEAM-13,TEAM-23,LA Clippers Arena,697,2,False,L,93,104
GAME-00237,2023-02-10,TEAM-10,TEAM-13,Golden State Arena,547,3,False,L,100,121
GAME-00238,2025-10-03,TEAM-15,TEAM-08,Memphis Arena,1421,0,True,L,107,108
GAME-00239,2024-08-09,TEAM-28,TEAM-02,Toronto Arena,859,0,True,W,134,100
GAME-00240,2025-11-15,TEAM-02,TEAM-03,Boston Arena,150,0,True,L,91,94
GAME-00241,2023-10-16,TEAM-12,TEAM-26,Indiana Arena,1531,1,False,W,130,90
GAME-00242,2025-09-06,TEAM-21,TEAM-25,OKC Arena,738,0,True,L,102,105
GAME-00243,2023-10-29,TEAM-22,TEAM-24,Orlando Arena,252,3,False,W,135,123
GAME-00244,2024-02-28,TEAM-14,TEAM-03,LA Lakers Arena,130,2,False,W,97,92
GAME-00245,2024-07-30,TEAM-03,TEAM-14,Brooklyn Arena,2584,3,False,L,108,126
GAME-00246,2024-08-20,TEAM-08,TEAM-10,Denver Arena,2403,5,False,L,87,114
GAME-00247,2024-08-25,TEAM-30,TEAM-08,Washington Arena,2096,1,False,W,112,103
GAME-00248,2024-08-25,TEAM-29,TEAM-08,Utah Arena,2072,4,False,W,134,109
GAME-00249,2024-04-21,TEAM-20,TEAM-09,New York Arena,641,4,False,W,100,98
GAME-00250,2023-10-11,TEAM-28,TEAM-27,Toronto Arena,57,2,False,L,97,121
GAME-00251,2023-10-07,TEAM-05,TEAM-15,Chicago Arena,1726,4,False,L,85,103
GAME-00252,2023-08-08,TEAM-05,TEAM-22,Chicago Arena,1085,5,False,L,87,116
GAME-00253,2024-04-27,TEAM-08,TEAM-16,Denver Arena,1997,1,False,L,102,113
GAME-00254,2025-03-06,TEAM-26,TEAM-16,Sacramento Arena,1324,2,False,W,108,87
GAME-00255,2023-12-02,TEAM-20,TEAM-13,New York Arena,1713,1,False,L,90,92
GAME-00256,2024-09-19,TEAM-14,TEAM-28,LA Lakers Arena,2401,0,True,W,110,108
GAME-00257,2023-10-04,TEAM-01,TEAM-24,Atlanta Arena,461,2,False,W,121,99
GAME-00258,2024-11-08,TEAM-24,TEAM-10,Phoenix Arena,101,1,False,W,119,102
GAME-00259,2024-12-12,TEAM-01,TEAM-07,Atlanta Arena,271,4,False,W,134,130
GAME-00260,2023-05-18,TEAM-20,TEAM-09,New York Arena,847,1,False,L,91,105
GAME-00261,2025-01-25,TEAM-16,TEAM-06,Miami Arena,1278,0,True,W,110,86
GAME-00262,2023-02-04,TEAM-30,TEAM-21,Washington Arena,2733,1,False,W,129,102
GAME-00263,2024-04-20,TEAM-06,TEAM-09,Cleveland Arena,87,1,False,L,88,115
GAME-00264,2024-04-28,TEAM-01,TEAM-30,Atlanta Arena,1767,2,False,W,117,97
GAME-00265,2025-10-15,TEAM-22,TEAM-14,Orlando Arena,839,1,False,W,105,85
GAME-00266,2024-04-14,TEAM-22,TEAM-20,Orlando Arena,2582,4,False,W,127,89
GAME-00267,2024-02-03,TEAM-14,TEAM-11,LA Lakers Arena,1193,2,False,L,91,134
GAME-00268,2022-09-24,TEAM-04,TEAM-07,Charlotte Arena,2125,1,False,W,95,89
GAME-00269,2024-09-16,TEAM-08,TEAM-24,Denver Arena,407,1,False,W,101,88
GAME-00270,2022-04-23,TEAM-08,TEAM-26,Denver Arena,45,1,False,W,121,119
GAME-00271,2021-12-21,TEAM-21,TEAM-14,OKC Arena,400,1,False,W,124,95
GAME-00272,2023-07-19,TEAM-19,TEAM-03,New Orleans Arena,154,1,False,L,99,108
GAME-00273,2023-10-08,TEAM-08,TEAM-16,Denver Arena,1006,3,False,L,91,98
GAME-00274,2023-07-30,TEAM-19,TEAM-18,New Orleans Arena,2561,1,False,L,114,133
GAME-00275,2023-01-06,TEAM-09,TEAM-25,Detroit Arena,2320,2,False,L,97,106
GAME-00276,2025-01-13,TEAM-18,TEAM-04,Minnesota Arena,763,2,False,L,95,111
GAME-00277,2024-11-09,TEAM-20,TEAM-25,New York Arena,682,1,False,L,85,135
GAME-00278,2022-06-28,TEAM-16,TEAM-23,Miami Arena,1682,3,False,W,99,98
GAME-00279,2023-03-05,TEAM-08,TEAM-11,Denver Arena,2335,2,False,W,132,103
GAME-00280,2023-11-13,TEAM-22,TEAM-15,Orlando Arena,1305,1,False,L,101,107
GAME-00281,2025-04-08,TEAM-16,TEAM-17,Miami Arena,2260,1,False,L,121,129
GAME-00282,2023-10-10,TEAM-26,TEAM-13,Sacramento Arena,2018,5,False,L,110,121
GAME-00283,2024-09-23,TEAM-13,TEAM-07,LA Clippers Arena,786,1,False,L,118,135
GAME-00284,2024-11-12,TEAM-12,TEAM-05,Indiana Arena,1866,0,True,W,129,103
